original_contract_id,current_item_id,department_name,vendor,contract_structure_type,short_desc,start_dt,end_dt,days_remaining,amt,tot_payments,orig_vendor,exempt_status,adv_or_exempt,profit_status
1720254,172025402,HEALTH,AIDS Law Project of Pennsylvania,Legal Services,FY 19 GF,7/1/2018,6/30/2019,90,86498.00,52335.00,AIDS Law Project of Pennsylvania,9,EXEMPT,Non Profit
1720255,172025502,HEALTH,AIDS Law Project of Pennsylvania,Legal Services,FY 19 State Rebate,7/1/2018,6/30/2019,90,63668.00,38587.00,AIDS Law Project of Pennsylvania,9,EXEMPT,Non Profit
1720673,172067302,HEALTH,AIDS Law Project of Pennsylvania,Legal Services,FY18 RWA,3/1/2018,2/28/2019,0,504658.00,492713.00,AIDS Law Project of Pennsylvania,9,EXEMPT,Non Profit
1920381,1920381,HEALTH,AccessMatters,Health Department,Chlamydia Intervention,12/1/2018,11/30/2019,243,98689.00,15617.44,AccessMatters,9,EXEMPT,Non Profit
1720672,172067201,HEALTH,Albert Einstein Healthcare Network,Health Department,FY18 RWA,3/1/2018,2/28/2019,0,329011.00,187847.00,Albert Einstein Healthcare Network,9,EXEMPT,Non Profit
1820418,182041801,HEALTH,Albert Einstein Healthcare Network,Health Department,FY 19 Comp HIV Sur & Pre,1/1/2019,12/31/2019,274,135600.00,0.00,Albert Einstein Healthcare Network,1,ADVERTISED,Non Profit
1820046,182004601,HEALTH,Albert Einstein Medical Center,Health Department,Maternity Service Program,7/1/2018,6/30/2019,90,60000.00,49050.00,Albert Einstein Medical Center,9,EXEMPT,Non Profit
1620071,162007103,HEALTH,American Lung Association of Pennsylvania,Health Department,TB Clinic,7/1/2018,6/30/2019,90,454608.00,221526.87,American Lung Association of Pennsylvania,9,EXEMPT,Non Profit
MPXX19000017,MPXX19000017,HEALTH,Arthur Washburn Ph.D,Miscellaneous Order,Forensic Anthropology Svc,7/1/2018,6/30/2019,90,3000.00,1600.00,Arthur Washburn Ph.D,1,ADVERTISED,For Profit
1820253,182025302,HEALTH,"Association of Public Health Laboratories, Inc. (APHL)",Computer and Information Svcs,LIS Consultant,1/1/2019,7/31/2019,121,0.00,0.00,"Association of Public Health Laboratories, Inc. (APHL)",9,EXEMPT,Non Profit
1920133,192013302,HEALTH,Bandujo Advertising + Design,Health Department,Media Campaign,7/1/2018,6/30/2019,90,416451.00,186945.00,Bandujo Advertising + Design,1,ADVERTISED,For Profit
1920171,1920171,HEALTH,Benefits Data Trust,Computer and Information Svcs,Community Prism Software,11/1/2018,6/30/2019,90,23170.00,23170.00,Benefits Data Trust,9,EXEMPT,Non Profit
1920359,1920359,HEALTH,Benefits Data Trust,Computer and Information Svcs,Benefits Access System,7/1/2018,6/30/2019,90,25000.00,23750.00,Benefits Data Trust,9,EXEMPT,Non Profit
1920140,1920140,HEALTH,Better World Advertising Inc,Health Department,Media Campaign,7/1/2018,6/30/2019,90,1.00,0.00,Better World Advertising Inc,1,ADVERTISED,For Profit
MPXX19000161,MPXX19000161,HEALTH,"Brandmark Sign Management, LLC dba D2 Branding, LLC",Miscellaneous Order,Sinage Services,7/1/2018,6/30/2019,90,3676.50,3676.50,"Brandmark Sign Management, LLC dba D2 Branding, LLC",102,EXEMPT,For Profit
1720022,172002203,HEALTH,"Center City Healthcare, LLC",Health Department,Hospital Referrals,7/1/2018,6/30/2019,90,200000.00,55058.11,"Tenet Health System Hahnemann, L.L.C.",5,EXEMPT,For Profit
1620333,162033304,HEALTH,"Cerner Health Services, Inc.",Computer and Information Svcs,Novius Lab System,1/1/2019,12/31/2019,274,70000.00,0.00,"Cerner Health Services, Inc.",1,ADVERTISED,For Profit
1720676,172067601,HEALTH,Children's Hospital of Philadelphia,Health Department,FY 18 RWA,3/1/2018,2/28/2019,0,618414.00,486426.00,Children's Hospital of Philadelphia,9,EXEMPT,Non Profit
1820007,182000701,HEALTH,Children's Hospital of Philadelphia,Health Department,HIV Primary Care/Support,7/1/2018,6/30/2019,90,98865.00,28370.26,Children's Hospital of Philadelphia,9,EXEMPT,Non Profit
1820105,182010501,HEALTH,Children's Hospital of Philadelphia,Health Department,FY 19 GF,7/1/2018,6/30/2019,90,71500.00,45143.00,Children's Hospital of Philadelphia,9,EXEMPT,Non Profit
1820333,182033301,HEALTH,Children's Hospital of Philadelphia,Health Department,HAI Medical Consultant,10/1/2018,9/30/2019,182,154843.00,0.00,Children's Hospital of Philadelphia,9,EXEMPT,Non Profit
1820411,182041101,HEALTH,Children's Hospital of Philadelphia,Health Department,FY 19 Comp HIV Sur & Pre,1/1/2019,12/31/2019,274,114000.00,0.00,Children's Hospital of Philadelphia,1,ADVERTISED,Non Profit
MPXX19000078,MPXX19000078,HEALTH,Children's Hospital of Philadelphia,Miscellaneous Order,STD Surv Net (SSuN) Proj.,7/1/2018,6/30/2019,90,25000.00,25000.00,Children's Hospital of Philadelphia,102,EXEMPT,Non Profit
MPXX19000188,MPXX19000188,HEALTH,Children's Hospital of Philadelphia,Miscellaneous Order,FY 18 NHBS -Transgender,7/1/2018,6/30/2019,90,34000.00,14503.00,Children's Hospital of Philadelphia,103,EXEMPT,Non Profit
1920271,1920271,HEALTH,Clean Air Council,Health Department,Smoke-Free MUH Support,7/1/2018,6/30/2019,90,36000.00,7940.00,Clean Air Council,9,EXEMPT,Non Profit
MPXX19000201,MPXX19000201,HEALTH,Clean Air Council,Miscellaneous Order,Clean Air Reports,7/1/2018,6/30/2019,90,26000.00,0.00,Clean Air Council,102,EXEMPT,Non Profit
1720665,172066501,HEALTH,Clinical Care Assoc. of the Univ. of Penna. Health System,Health Department,FY 18 RWA,3/1/2018,2/28/2019,0,68478.00,55272.00,Clinical Care Assoc. of the Univ. of Penna. Health System,9,EXEMPT,Non Profit
1620507,162050702,HEALTH,"Conduent Public Health Solutions, Inc",Computer and Information Svcs,MAVEN Consulting Services,6/15/2018,6/14/2019,74,139000.00,119000.00,"Conduent Public Health Solutions, Inc",1,ADVERTISED,For Profit
1720339,172033902,HEALTH,Congreso De Latinos Unidos Inc,Health Department,Breastfeeding,7/1/2018,6/30/2019,90,70699.00,39439.00,Congreso De Latinos Unidos Inc,9,EXEMPT,Non Profit
MPXX19000076,MPXX19000076,HEALTH,"Contemporary Staffing Solutions, Inc.",Miscellaneous Order,Desktop Support Staff,7/1/2018,6/30/2019,90,5922.00,5922.00,"Contemporary Staffing Solutions, Inc.",102,EXEMPT,For Profit
1720812,172081201,HEALTH,"Criterion Laboratories, Inc.",Health Department,Cooling Tower Maint Eval,6/1/2018,5/31/2019,60,75000.00,23250.00,"Criterion Laboratories, Inc.",1,ADVERTISED,For Profit
1820566,1820566,HEALTH,"David A. Lopez and Company, LLC",Accounting and Auditing Svcs,Financial Audit,6/1/2018,5/31/2019,60,9488.00,9488.00,"David A. Lopez and Company, LLC",1,ADVERTISED,For Profit
1720738,172073802,HEALTH,"Deaf Hearing Communication Centre, Inc",Health Department,ASL Interpretation,2/1/2018,1/31/2019,0,80000.00,53944.06,"Deaf Hearing Communication Centre, Inc",9,EXEMPT,Non Profit
MPXX19000018,MPXX19000018,HEALTH,Dental Forensic Services of Indian Valley,Miscellaneous Order,Forensic Odontology Svcs,7/1/2018,6/30/2019,90,10000.00,0.00,Dental Forensic Services of Indian Valley,1,ADVERTISED,For Profit
1620540,162054003,HEALTH,Drexel University,Health Department,Epidemiological Reports,7/1/2018,6/30/2019,90,0.00,18919.87,Drexel University,9,EXEMPT,Non Profit
1720467,172046703,HEALTH,Drexel University,Health Department,Reduced Sodium R & D,9/30/2018,9/29/2019,181,123384.00,10247.43,Drexel University,9,EXEMPT,Non Profit
1720601,172060102,HEALTH,Drexel University,Health Department,Smoke Free Housing,7/1/2018,6/30/2019,90,48212.95,0.00,Drexel University,9,EXEMPT,Non Profit
1820528,1820528,HEALTH,Drexel University,Health Department,FY 18 RWA Drexel/St.Chris,3/1/2018,2/28/2019,0,402436.00,346839.00,Drexel University,9,EXEMPT,Non Profit
1820529,1820529,HEALTH,Drexel University,Health Department,FY 18 RWA  Drexel/Hahn,3/1/2018,2/28/2019,0,1365184.00,1180744.00,Drexel University,9,EXEMPT,Non Profit
1920082,1920082,HEALTH,Drexel University,Health Department,FY19 StateRebate@St.Chris,7/1/2018,6/30/2019,90,149200.00,77490.00,Drexel University,9,EXEMPT,Non Profit
MPXX19000274,MPXX19000274,HEALTH,Drexel University,Miscellaneous Order,Bike Share Evaluation,2/8/2019,6/30/2019,90,3790.00,0.00,Drexel University,102,EXEMPT,Non Profit
1820027,182002701,HEALTH,"Dunbar Armored, Inc.",Health Department,Armored Cash Service,7/1/2018,6/30/2019,90,25000.00,10208.80,"Dunbar Armored, Inc.",1,ADVERTISED,For Profit
1920470,1920470,HEALTH,Education Plus Health,Health Department,Room 2 Breathe,3/1/2019,2/29/2020,334,214595.00,0.00,Education Plus Health,9,EXEMPT,Non Profit
MPXX19000291,MPXX19000291,HEALTH,"Ethnologica, LLC",Miscellaneous Order,Opioid Surveillance,1/1/2019,6/30/2019,90,34000.00,11333.00,"Ethnologica, LLC",102,EXEMPT,For Profit
1920005,1920005,HEALTH,"Fairmount Long Term Care, Inc",General Consultant Services,Nursing Home Operations,7/1/2018,6/30/2019,90,36331200.00,13615041.69,"Fairmount Long Term Care, Inc",1,ADVERTISED,Non Profit
1820402,182040203,HEALTH,Fairmount Park Conservancy,Health Department,We Walk PHL,9/30/2018,6/30/2019,90,5000.00,0.00,Fairmount Park Conservancy,9,EXEMPT,Non Profit
1820403,182040301,HEALTH,First Up,Health Department,Physical Activity Trainin,7/1/2018,6/30/2019,90,70000.00,42000.00,First Up,9,EXEMPT,Non Profit
1820479,182047901,HEALTH,FreeLibrary of Philadelphia Foundation,Health Department,Healthy Capacity Building,7/1/2018,6/30/2019,90,70000.00,23198.10,FreeLibrary of Philadelphia Foundation,9,EXEMPT,Non Profit
1820044,182004401,HEALTH,"General Healthcare Resources, LLC",Health Department,Nursing Services - RV,7/1/2018,6/30/2019,90,621000.00,317922.31,"General Healthcare Resources, LLC",1,ADVERTISED,For Profit
MPXX19000166,MPXX19000166,HEALTH,"General Healthcare Resources, LLC",Miscellaneous Order,Nursing Services,9/1/2018,6/30/2019,90,20000.00,3061.50,"General Healthcare Resources, LLC",102,EXEMPT,For Profit
1620144,162014403,HEALTH,"Group 6 Healthcare Consulting & Management, LLC",General Consultant Services,PNH Patient Care Monitor,7/1/2018,6/30/2019,90,110000.00,62807.50,"Group 6 Healthcare Consulting & Management, LLC",1,ADVERTISED,For Profit
1520462,152046204,HEALTH,"HBS Holdco, LLC",Computer and Information Svcs,Pharmacy Management Srv,7/1/2018,3/31/2019,0,60000.00,56862.00,Health Business Systems,1,ADVERTISED,For Profit
1720012,172001202,HEALTH,"Health Federation of Philadelphia, Inc",Health Department,Support and Oversight,7/1/2018,6/30/2019,90,11728207.00,6331283.54,"Health Federation of Philadelphia, Inc",9,EXEMPT,Non Profit
1720342,172034202,HEALTH,"Health Federation of Philadelphia, Inc",Health Department,STD HIV Prevention Projec,8/1/2018,7/31/2019,121,180469.00,25951.57,"Health Federation of Philadelphia, Inc",9,EXEMPT,Non Profit
1720544,172054404,HEALTH,"Health Federation of Philadelphia, Inc",Health Department,Zika,9/1/2018,8/31/2019,152,26252.29,0.00,"Health Federation of Philadelphia, Inc",9,EXEMPT,Non Profit
1720546,172054603,HEALTH,"Health Federation of Philadelphia, Inc",Health Department,FY 19 SPNS,9/30/2018,9/29/2019,181,714930.00,15213.00,"Health Federation of Philadelphia, Inc",9,EXEMPT,Non Profit
1820179,182017902,HEALTH,"Health Federation of Philadelphia, Inc",Health Department,Fatality Review Program,7/1/2018,6/30/2019,90,1325666.00,280723.00,"Health Federation of Philadelphia, Inc",9,EXEMPT,Non Profit
1820186,182018602,HEALTH,"Health Federation of Philadelphia, Inc",Health Department,Bioterrorism Trainings,7/1/2018,6/30/2019,90,70313.00,42104.57,"Health Federation of Philadelphia, Inc",9,EXEMPT,Non Profit
1820249,182024902,HEALTH,"Health Federation of Philadelphia, Inc",Health Department,Training & Specialist,7/1/2018,6/30/2019,90,744811.23,267491.35,"Health Federation of Philadelphia, Inc",9,EXEMPT,Non Profit
1820256,182025602,HEALTH,"Health Federation of Philadelphia, Inc",Health Department,TV,7/1/2018,6/30/2019,90,1276333.89,558383.58,"Health Federation of Philadelphia, Inc",9,EXEMPT,Non Profit
1820279,182027905,HEALTH,"Health Federation of Philadelphia, Inc",Health Department,Opioid Surveillance,7/1/2018,6/30/2019,90,1025999.00,535062.87,"Health Federation of Philadelphia, Inc",9,EXEMPT,Non Profit
1820361,182036101,HEALTH,"Health Federation of Philadelphia, Inc",Health Department,Adult Immunization Prac.,11/1/2018,6/30/2019,90,141049.00,115458.88,"Health Federation of Philadelphia, Inc",9,EXEMPT,Non Profit
1920197,1920197,HEALTH,"Health Federation of Philadelphia, Inc",Health Department,ACD/HAI Trainings,7/1/2018,6/30/2019,90,406523.00,31376.09,"Health Federation of Philadelphia, Inc",9,EXEMPT,Non Profit
1920309,1920309,HEALTH,"Health Federation of Philadelphia, Inc",Health Department,Hep Prev & Surv,10/1/2018,9/30/2019,182,372884.00,125580.43,"Health Federation of Philadelphia, Inc",9,EXEMPT,Non Profit
1920436,1920436,HEALTH,"Health Federation of Philadelphia, Inc",Health Department,Heart Disease Prevention,9/30/2018,9/29/2019,181,254274.00,0.00,"Health Federation of Philadelphia, Inc",9,EXEMPT,Non Profit
1620410,162041008,HEALTH,Health Promotion Council of SE Pa Inc,Health Department,MSA Enforcement,7/1/2018,6/30/2019,90,318241.81,101560.02,Health Promotion Council of SE Pa Inc,9,EXEMPT,Non Profit
1720612,172061202,HEALTH,Health Promotion Council of SE Pa Inc,Health Department,Medical Home,7/1/2018,6/30/2019,90,386136.00,170213.75,Health Promotion Council of SE Pa Inc,1,ADVERTISED,Non Profit
MPXX19000121,MPXX19000121,HEALTH,"Health, Education + Research Associates, Inc.",Miscellaneous Order,Constitution Health Plaza,7/23/2018,6/30/2019,90,23700.00,23607.00,"Health, Education + Research Associates, Inc.",102,EXEMPT,For Profit
MPXX19000253,MPXX19000253,HEALTH,"Health, Education + Research Associates, Inc.",Miscellaneous Order,Architectual & Design Svc,7/1/2018,6/30/2019,90,34000.00,34000.00,"Health, Education + Research Associates, Inc.",102,EXEMPT,For Profit
MPXX19000273,MPXX19000273,HEALTH,"Health, Education + Research Associates, Inc.",Miscellaneous Order,Public Health Lab Design,11/1/2018,6/30/2019,90,33900.00,6142.05,"Health, Education + Research Associates, Inc.",102,EXEMPT,For Profit
MPXX19000198,MPXX19000198,HEALTH,Hopeworks N Camden,Miscellaneous Order,Training,9/26/2018,6/30/2019,90,2400.00,2400.00,Hopeworks N Camden,102,EXEMPT,Non Profit
1920337,1920337,HEALTH,Impact Services Corporation,Health Department,Kensington Clean Up,11/1/2018,10/31/2019,213,128611.00,19498.55,Impact Services Corporation,9,EXEMPT,Non Profit
MPXX19000077,MPXX19000077,HEALTH,"Intake, LLC",Miscellaneous Order,High School Billing,7/1/2018,6/30/2019,90,31998.50,31998.50,"Intake, LLC",102,EXEMPT,For Profit
1920248,1920248,HEALTH,"JSI Research and Training Institute, Inc.",Health Department,Media Campaign,7/1/2018,6/30/2019,90,1.00,0.00,"JSI Research and Training Institute, Inc.",9,EXEMPT,Non Profit
MPXX19000167,MPXX19000167,HEALTH,"Jarvus Innovations, LLC",Miscellaneous Order,LHHP LANDLORD DATABASE,7/1/2018,6/30/2019,90,3000.00,0.00,"Jarvus Innovations, LLC",102,EXEMPT,For Profit
1820019,182001901,HEALTH,Jefferson University Physicians,Health Department,Radiology Services,7/1/2018,6/30/2019,90,999999.00,628988.90,Jefferson University Physicians,9,EXEMPT,Non Profit
MPXX19000004,MPXX19000004,HEALTH,Jefferson University Physicians,Miscellaneous Order,Forensic Neuropathology,7/1/2018,6/30/2019,90,10000.00,0.00,Jefferson University Physicians,102,EXEMPT,Non Profit
MPXX19000005,MPXX19000005,HEALTH,Jefferson University Physicians,Miscellaneous Order,Histotechnology Services,7/1/2018,6/30/2019,90,25000.00,6308.00,Jefferson University Physicians,102,EXEMPT,Non Profit
MPXX19000013,MPXX19000013,HEALTH,"Juan C. Troncoso, M.D.",Miscellaneous Order,Neuropathology Services,7/1/2018,6/30/2019,90,30000.00,12000.00,"Juan C. Troncoso, M.D.",1,ADVERTISED,For Profit
1720677,172067701,HEALTH,Kennedy University Hospital Inc,Health Department,FY 18 RWA,3/1/2018,2/28/2019,0,800213.00,647963.00,Kennedy University Hospital Inc,9,EXEMPT,Non Profit
1620445,162044503,HEALTH,Kensington Hospital,Health Department,FY 19 CDC Navigation,9/30/2018,9/29/2019,181,192000.00,0.00,Kensington Hospital,1,ADVERTISED,Non Profit
1720678,172067802,HEALTH,Kensington Hospital,Health Department,FY 18 RWA,3/1/2018,2/28/2019,0,165047.00,88472.00,Kensington Hospital,9,EXEMPT,Non Profit
MPXX19000020,MPXX19000020,HEALTH,"Lawrence A. Dobrin DMD, DABFO",Miscellaneous Order,Forensic Odontology Svcs,7/1/2018,6/30/2019,90,3000.00,1175.00,"Lawrence A. Dobrin DMD, DABFO",1,ADVERTISED,For Profit
MPXX19000019,MPXX19000019,HEALTH,"Linda Barbara Edelson-Slocum, DMD",Miscellaneous Order,Forensic Odontology Svcs,7/1/2018,6/30/2019,90,2500.00,700.00,"Linda Barbara Edelson-Slocum, DMD",1,ADVERTISED,For Profit
1820183,182018301,HEALTH,"Live Reps Call Center, LLC",Health Department,Answering Service,7/1/2018,6/30/2019,90,39600.00,32175.00,"Live Reps Call Center, LLC",1,ADVERTISED,For Profit
1920135,192013501,HEALTH,MEE Productions Inc,Health Department,Media Campaign,7/1/2018,6/30/2019,90,19968.58,0.00,MEE Productions Inc,1,ADVERTISED,For Profit
1920006,1920006,HEALTH,"Mark W. Rovinski, CPA, LLC",Accounting and Auditing Svcs,Financial Monitoring,7/1/2018,6/30/2019,90,64625.00,0.00,"Mark W. Rovinski, CPA, LLC",1,ADVERTISED,For Profit
MPXX19000174,MPXX19000174,HEALTH,Maskar Design Inc,Miscellaneous Order,Graphic Design,8/23/2018,6/30/2019,90,7320.00,7320.00,Maskar Design Inc,102,EXEMPT,For Profit
MPXX19000256,MPXX19000256,HEALTH,Maskar Design Inc,Miscellaneous Order,Health of the City Report,11/13/2018,6/30/2019,90,28120.00,28120.00,Maskar Design Inc,102,EXEMPT,For Profit
1620424,162042402,HEALTH,Mazzoni Center,Health Department,Syphilis Surveillance,2/1/2018,1/31/2019,0,31680.00,36960.00,Mazzoni Center,9,EXEMPT,Non Profit
1620424,162042403,HEALTH,Mazzoni Center,Health Department,Syphilis Surveillance,2/1/2019,1/31/2020,305,31680.00,0.00,Mazzoni Center,9,EXEMPT,Non Profit
1920139,1920139,HEALTH,"Mighty Engine, Inc.",Health Department,Media Campaign,7/1/2018,6/30/2019,90,1.00,0.00,"Mighty Engine, Inc.",1,ADVERTISED,For Profit
1920164,192016401,HEALTH,"PMHCC, INC",Health Department,Program and EHR Support,7/1/2018,6/30/2019,90,3222909.00,2040287.00,"PMHCC, INC",9,EXEMPT,Non Profit
MPXX19000043,MPXX19000043,HEALTH,Pennsylvania Health Law Project,Miscellaneous Order,Universal Health Care,7/1/2018,6/30/2019,90,30000.00,0.00,Pennsylvania Health Law Project,102,EXEMPT,Non Profit
1720666,172066601,HEALTH,Presbyterian Medical Center of the Univ of Penn Health Sys,Health Department,FY 18 RWA,3/1/2018,2/28/2019,0,508873.00,401963.00,Presbyterian Medical Center of the Univ of Penn Health Sys,9,EXEMPT,Non Profit
1820469,182046901,HEALTH,Presbyterian Medical Center of the Univ of Penn Health Sys,Health Department,FY19 Comp HIV Sur& Pre,1/1/2019,12/31/2019,274,204000.00,0.00,Presbyterian Medical Center of the Univ of Penn Health Sys,9,EXEMPT,Non Profit
1820079,182007902,HEALTH,Prevention Point Philadelphia,Health Department,Opioid/Heroin Epidemic,7/1/2018,6/30/2019,90,387054.00,236647.01,Prevention Point Philadelphia,9,EXEMPT,Non Profit
1920291,1920291,HEALTH,Prevention Point Philadelphia,Health Department,FY 19 State Rebate,10/1/2018,6/30/2019,90,212500.00,55516.00,Prevention Point Philadelphia,9,EXEMPT,Non Profit
1620069,162006903,HEALTH,Public Health Management Corporation,Health Department,Bioterrorism,7/1/2018,6/30/2019,90,1377552.00,689836.00,Public Health Management Corporation,9,EXEMPT,Non Profit
1620091,162009105,HEALTH,Public Health Management Corporation,Health Department,MIS STAFFING,7/1/2018,6/30/2019,90,773266.38,251332.84,Public Health Management Corporation,9,EXEMPT,Non Profit
1620150,162015004,HEALTH,Public Health Management Corporation,General Consultant Services,IT Staff,7/1/2018,6/30/2019,90,480997.00,136789.00,Public Health Management Corporation,9,EXEMPT,Non Profit
1620242,162024203,HEALTH,Public Health Management Corporation,Health Department,STD CoRECT,9/1/2018,8/31/2019,152,481476.00,136408.00,Public Health Management Corporation,9,EXEMPT,Non Profit
1620311,162031103,HEALTH,Public Health Management Corporation,Health Department,FY 19 CDC Navigation,9/30/2018,9/29/2019,181,844195.00,107250.00,Public Health Management Corporation,9,EXEMPT,Non Profit
1620339,162033905,HEALTH,Public Health Management Corporation,Health Department,MSA Contract Staff,7/1/2018,6/30/2019,90,378959.83,216166.04,Public Health Management Corporation,9,EXEMPT,Non Profit
1620345,162034503,HEALTH,Public Health Management Corporation,Health Department,Immunization Staff,12/1/2018,6/30/2019,90,1279533.00,343743.00,Public Health Management Corporation,9,EXEMPT,Non Profit
1620450,162045003,HEALTH,Public Health Management Corporation,Health Department,Home Remediation Work,4/15/2018,4/14/2019,13,1204000.00,1061650.92,Public Health Management Corporation,1,ADVERTISED,Non Profit
1720033,172003302,HEALTH,Public Health Management Corporation,Health Department,Mammography Support,7/1/2018,6/30/2019,90,200339.00,135267.30,Public Health Management Corporation,9,EXEMPT,Non Profit
1720246,172024602,HEALTH,Public Health Management Corporation,Health Department,General Fund Staff,7/1/2018,6/30/2019,90,991260.00,468943.78,Public Health Management Corporation,9,EXEMPT,Non Profit
1720277,172027703,HEALTH,Public Health Management Corporation,Health Department,Epi/EDN Coord/Admin Consu,7/1/2018,6/30/2019,90,240254.00,152418.00,Public Health Management Corporation,9,EXEMPT,Non Profit
1720595,172059502,HEALTH,Public Health Management Corporation,Health Department,STD DIS,12/1/2018,11/30/2019,243,1502381.00,2322.00,Public Health Management Corporation,9,EXEMPT,Non Profit
1720686,172068601,HEALTH,Public Health Management Corporation,Health Department,PHMC FY 18 RWA,3/1/2018,2/28/2019,0,4954048.00,3097913.00,Public Health Management Corporation,9,EXEMPT,Non Profit
1720821,172082101,HEALTH,Public Health Management Corporation,Health Department,FY 18 CDC/MMP,6/1/2018,5/31/2019,60,464751.00,163537.00,Public Health Management Corporation,9,EXEMPT,Non Profit
1820106,182010601,HEALTH,Public Health Management Corporation,Health Department,FY 19 GF,7/1/2018,6/30/2019,90,888476.00,286637.00,Public Health Management Corporation,9,EXEMPT,Non Profit
1820116,182011601,HEALTH,Public Health Management Corporation,Health Department,Support Services,7/1/2018,6/30/2019,90,634065.00,306515.00,Public Health Management Corporation,9,EXEMPT,Non Profit
1820163,182016302,HEALTH,Public Health Management Corporation,Health Department,FY 19 State Pre &656,7/1/2018,6/30/2019,90,537322.00,138810.00,Public Health Management Corporation,9,EXEMPT,Non Profit
1820165,182016501,HEALTH,Public Health Management Corporation,Health Department,Contract Staff Bloomberg,7/1/2018,6/30/2019,90,59591.46,44523.53,Public Health Management Corporation,9,EXEMPT,Non Profit
1820181,182018102,HEALTH,Public Health Management Corporation,Health Department,FY 19 StateRebate-2nd SAA,7/1/2018,6/30/2019,90,2549124.00,701224.00,Public Health Management Corporation,9,EXEMPT,Non Profit
1820248,182024801,HEALTH,Public Health Management Corporation,Health Department,Lead Remediation Services,7/1/2018,6/30/2019,90,375000.00,106141.87,Public Health Management Corporation,9,EXEMPT,Non Profit
1820258,182025801,HEALTH,Public Health Management Corporation,Health Department,Title V,7/1/2018,6/30/2019,90,401680.37,235800.28,Public Health Management Corporation,9,EXEMPT,Non Profit
1820375,182037501,HEALTH,Public Health Management Corporation,Health Department,STD Surveillance,12/1/2018,11/30/2019,243,1237229.00,124586.00,Public Health Management Corporation,9,EXEMPT,Non Profit
1820423,182042302,HEALTH,Public Health Management Corporation,Health Department,FY 19 HIV Comp Pre & Sur,1/1/2019,12/31/2019,274,2727385.00,0.00,Public Health Management Corporation,1,ADVERTISED,Non Profit
1920286,192028601,HEALTH,Public Health Management Corporation,Health Department,FY 19 CDC CoRect-2nd SAA,9/1/2018,8/31/2019,152,466526.00,73273.00,Public Health Management Corporation,9,EXEMPT,Non Profit
1920347,1920347,HEALTH,Public Health Management Corporation,Health Department,Contract Staff,9/30/2018,9/29/2019,181,187806.39,62038.57,Public Health Management Corporation,9,EXEMPT,Non Profit
1920375,1920375,HEALTH,Public Health Management Corporation,Health Department,Contract Staff,9/30/2018,9/29/2019,181,60806.88,0.00,Public Health Management Corporation,9,EXEMPT,Non Profit
1920383,1920383,HEALTH,Public Health Management Corporation,Health Department,Epi & Lab Capacity,12/1/2018,11/30/2019,243,2075742.00,129550.00,Public Health Management Corporation,9,EXEMPT,Non Profit
MPXX19000224,MPXX19000224,HEALTH,Public Health Management Corporation,Miscellaneous Order,FY 19 SPNS,9/30/2018,6/30/2019,90,9000.00,9000.00,Public Health Management Corporation,102,EXEMPT,Non Profit
MPXX19000045,MPXX19000045,HEALTH,RTM Designs,Miscellaneous Order,Annua Support Refer Net,7/1/2018,6/30/2019,90,2500.00,0.00,RTM Designs,102,EXEMPT,For Profit
1720696,172069602,HEALTH,"RUTGERS, THE STATE UNIVERSITY",Health Department,FY 18 RWA,3/1/2018,2/28/2019,0,226999.00,185295.00,"RUTGERS, THE STATE UNIVERSITY",9,EXEMPT,Non Profit
MPXX19000241,MPXX19000241,HEALTH,Research Foundation of The City University of New York,Miscellaneous Order,Consulting for PAQS,7/1/2018,6/30/2019,90,28800.00,0.00,Research Foundation of The City University of New York,102,EXEMPT,Non Profit
1820549,1820549,HEALTH,Rutgers State University,Health Department,PRAMS Data Collection,4/15/2018,4/14/2019,13,147160.00,147160.00,Rutgers State University,9,EXEMPT,Non Profit
1720803,172080302,HEALTH,"Sage Pursuits, Inc.  dba: Envision Technology Partners, Inc.",Computer and Information Svcs,PHILAVAX/SCOD,6/1/2018,5/31/2019,60,428000.00,386000.00,"Sage Pursuits, Inc.  dba: Envision Technology Partners, Inc.",1,ADVERTISED,For Profit
MPXX19000058,MPXX19000058,HEALTH,Sickle Cell Disease Association of America,Miscellaneous Order,Sickle Cell Education,7/1/2018,6/30/2019,90,0.00,10000.00,Sickle Cell Disease Association of America,102,EXEMPT,Non Profit
1720749,172074902,HEALTH,Smart Information Management Systems Inc.,Computer and Information Svcs,Tobacco Retailer Database,7/1/2018,6/30/2019,90,27600.00,0.00,Smart Information Management Systems Inc.,1,ADVERTISED,For Profit
1820002,182000202,HEALTH,"St. Christopher's Healthcare, LLC",Health Department,Pediatric Specialty Serv.,7/1/2018,6/30/2019,90,30000.00,13382.44,Tenet Health Systems St. CHFC  L.L.C.,7,EXEMPT,For Profit
1920138,192013801,HEALTH,Straight To Tell LLC,Health Department,Media Camapaign,7/1/2018,6/30/2019,90,61501.00,61500.00,Straight To Tell LLC,1,ADVERTISED,For Profit
1920134,1920134,HEALTH,"Tactile Design Group, LLC",Health Department,Media Campaign,7/1/2018,6/30/2019,90,1.00,0.00,"Tactile Design Group, LLC",1,ADVERTISED,For Profit
1720663,172066301,HEALTH,Temple University,Health Department,FY 18 RWA-DENTAL,3/1/2018,2/28/2019,0,120985.00,99584.00,Temple University,9,EXEMPT,Non Profit
