original_contract_id,current_item_id,department_name,vendor,contract_structure_type,short_desc,start_dt,end_dt,days_remaining,amt,tot_payments,orig_vendor,exempt_status,adv_or_exempt,profit_status
1220583,122058302,FIRE,City of Scranton,Inter-Governmental Agreements,PA-TF1 Evergreen MOA,4/24/2013,6/30/2050,11960,95000.00,29211.86,City of Scranton,08,EXEMPT,Non Profit
1220579,122057902,FIRE,County of Dauphin,Inter-Governmental Agreements,PA-TF1 EVERGREEN MOA,1/1/2014,12/31/2050,12144,180000.00,21887.49,County of Dauphin,08,EXEMPT,Non Profit
1720416,1720416,FIRE,County of Lancaster,General Consultant Services,PA-TF1 Evergreen MOA,7/1/2016,6/30/2050,11960,25000.00,1596.16,County of Lancaster,10,Prior to 2-1-2006,Non Profit
1720610,1720610,FIRE,Cumberland County,General Consultant Services,PA-TF1 Evergreen MOA,9/12/2016,9/11/2050,12033,50000.00,0.00,Cumberland County,10,Prior to 2-1-2006,Non Profit
1720423,1720423,FIRE,"D'Huy Engineering, Inc.",General Consultant Services,PA-TF1 Evergreen MOA,7/1/2016,6/30/2050,11960,25000.00,0.00,"D'Huy Engineering, Inc.",10,Prior to 2-1-2006,For Profit
1320615,132061501,FIRE,DLA Installation Support,Inter-Governmental Agreements,PA-TF1 Evergreen MOA,8/30/2013,8/29/2050,12020,22500.00,9029.38,DLA Installation Support,08,EXEMPT,Non Profit
1720453,1720453,FIRE,DLA Installation Support,General Consultant Services,PA-TF1 Evergreen MOA,7/1/2016,6/30/2050,11960,25000.00,0.00,DLA Installation Support,10,Prior to 2-1-2006,Non Profit
1720432,1720432,FIRE,"Daniels Consulting Engineers, LLC",General Consultant Services,PA-TF1 Evergreen MOA,7/1/2016,6/30/2050,11960,25000.00,0.00,"Daniels Consulting Engineers, LLC",10,Prior to 2-1-2006,For Profit
1420341,142034103,FIRE,Deccan International,Computer and Information Svcs,GIS Software Applications,3/1/2017,2/28/2018,150,141110.00,0.00,Deccan International,01,ADVERTISED,For Profit
1720424,1720424,FIRE,Dickinson Structural Engineering LLC,General Consultant Services,PA-TF1 Evergreen MOA,7/1/2016,6/30/2050,11960,25000.00,13970.00,Dickinson Structural Engineering LLC,10,Prior to 2-1-2006,For Profit
1720431,1720431,FIRE,East Whiteland Township,General Consultant Services,PA-TF1 Evergreen MOA,7/1/2016,6/30/2050,11960,25000.00,5225.38,East Whiteland Township,10,Prior to 2-1-2006,Non Profit
1220554,122055402,FIRE,Eastern York School District,Inter-Governmental Agreements,PA-TF1 Evergreen MOA,3/15/2014,3/14/2050,11852,135000.00,6603.72,Eastern York School District,08,EXEMPT,Non Profit
1220502,122050202,FIRE,Harrisburg Area Community College,Inter-Governmental Agreements,PA-TF1 EVERGREEN MOA,2/17/2014,2/16/2050,11826,575000.00,385062.13,Harrisburg Area Community College,08,EXEMPT,Non Profit
1320502,132050202,FIRE,Harrisburg Bureau of Fire,Inter-Governmental Agreements,PA-TF1 EVERGREEN MOA,7/6/2014,7/5/2050,11965,400000.00,47211.93,Harrisburg Bureau of Fire,08,EXEMPT,Non Profit
1220380,122038008,FIRE,"Intermedix Holdings, Inc. d/b/a Intermedix",General Consultant Services,Billing and Collection,2/1/2017,7/31/2017,0,2000000.00,15000.00,"Intermedix Holdings, Inc. d/b/a Intermedix",01,ADVERTISED,For Profit
1820078,1820078,FIRE,"Intermedix Holdings, Inc. d/b/a Intermedix",Computer and Information Svcs,EMS Billing,8/1/2017,7/31/2018,303,4500000.00,0.00,"Intermedix Holdings, Inc. d/b/a Intermedix",01,ADVERTISED,For Profit
1320413,132041302,FIRE,Manchester Township,Inter-Governmental Agreements,PA-TF1 Evergreen MOA,7/1/2014,6/30/2050,11960,45000.00,2907.77,Manchester Township,08,EXEMPT,Non Profit
MPXX18000092,MPXX18000092,FIRE,"Manns Woodward Studios, Inc",Miscellaneous Order,Burn Building Evaluation,7/1/2017,6/30/2018,272,6700.00,4500.00,"Manns Woodward Studios, Inc",102,EXEMPT,For Profit
MPXX18000149,MPXX18000149,FIRE,Martha Marshall,Miscellaneous Order,Performance Mgmt,8/7/2017,6/30/2018,272,4990.00,0.00,Martha Marshall,102,EXEMPT,For Profit
1720429,1720429,FIRE,Middletown Township,General Consultant Services,PA-TF1 Evergreen MOA,7/1/2016,6/30/2050,11960,25000.00,0.00,Middletown Township,10,Prior to 2-1-2006,Non Profit
1720430,1720430,FIRE,Minquas Fire Company No2 Inc,General Consultant Services,PA-TF1 Evergreen MOA,7/1/2016,6/30/2050,11960,25000.00,10200.08,Minquas Fire Company No2 Inc,10,Prior to 2-1-2006,Non Profit
1220555,122055502,FIRE,Northampton County Area Community College,Inter-Governmental Agreements,PA-TF1 Evergreen MOA,3/14/2014,3/13/2050,11851,180000.00,0.00,Northampton County Area Community College,08,EXEMPT,Non Profit
1720412,1720412,FIRE,"Occupational Health Centers of the Southwest, PA",General Consultant Services,OCC Health Screenings,10/1/2016,9/30/2017,0,40000.00,3360.50,"Occupational Health Centers of the Southwest, PA",01,ADVERTISED,For Profit
1220586,122058602,FIRE,Pennoni Associates Inc.,General Consultant Services,PA-TF1 Evergenn MOA,3/14/2014,3/13/2050,11851,135000.00,20896.23,Pennoni Associates Inc.,03,EXEMPT,For Profit
1220584,122058402,FIRE,Philadelphia Housing Authority,Inter-Governmental Agreements,PA-TF1 Evergreen MOA,5/3/2014,5/2/2050,11901,135000.00,1333.83,Philadelphia Housing Authority,08,EXEMPT,Non Profit
1720415,1720415,FIRE,SAP America Inc,General Consultant Services,PA-TF1 Evergreen MOA,7/1/2016,12/19/2050,12132,50000.00,14534.30,SAP America Inc,10,Prior to 2-1-2006,For Profit
MPXX18000182,MPXX18000182,FIRE,"SB & Company, LLC",Miscellaneous Order,EMS Audit,9/15/2017,6/30/2018,272,12500.00,0.00,"SB & Company, LLC",102,EXEMPT,Non Profit
1720400,1720400,FIRE,Temple University Hospital,Health Department,Medical Command Facility,9/1/2016,8/31/2017,0,0.00,0.00,Temple University Hospital,07,EXEMPT,Non Profit
1720401,1720401,FIRE,"Tenet Health System Hahnemann, L.L.C.",Health Department,Medical Command Facility,9/1/2016,8/31/2017,0,0.00,0.00,"Tenet Health System Hahnemann, L.L.C.",07,EXEMPT,For Profit
1720402,1720402,FIRE,Tenet Health Systems St. CHFC  L.L.C.,Health Department,Medical Command Facility,6/1/2017,5/31/2018,242,0.00,0.00,Tenet Health Systems St. CHFC  L.L.C.,07,EXEMPT,For Profit
1220569,122056902,FIRE,The Milton S Hershey Medical Center,Inter-Governmental Agreements,PA-TF1 MOA,3/14/2014,3/13/2050,11851,450000.00,113775.06,The Milton S Hershey Medical Center,08,EXEMPT,Non Profit
1220519,122051901,FIRE,Thomas Jefferson University Hospital,Inter-Governmental Agreements,PA-TF1 Evergreen MOA,3/1/2013,6/30/2050,11960,10000.00,25283.54,Thomas Jefferson University Hospital,08,EXEMPT,Non Profit
1320500,132050002,FIRE,Tobyhanna Army Depot,Inter-Governmental Agreements,PA-TF1 Evergreen MOA,7/1/2014,6/30/2050,11960,45000.00,0.00,Tobyhanna Army Depot,08,EXEMPT,Non Profit
1320739,132073901,FIRE,"University of Pennsylvania, Trustees of the",Inter-Governmental Agreements,PA-TF1 Evergreen MOA,1/1/2014,6/30/2050,11960,20000.00,0.00,"University of Pennsylvania, Trustees of the",08,EXEMPT,Non Profit
1720611,1720611,FIRE,West Shore Advanced Life Support Services Inc.,General Consultant Services,PA-TF1 Evergreen MOA,9/1/2016,8/31/2050,12022,50000.00,0.00,West Shore Advanced Life Support Services Inc.,10,Prior to 2-1-2006,Non Profit
MPXX18000123,MPXX18000123,FREE LIBRARY,Its Jordan Leah LLC,Miscellaneous Order,graphic design,7/1/2017,6/30/2018,272,20000.00,0.00,Its Jordan Leah LLC,102,EXEMPT,For Profit
MPXX18000081,MPXX18000081,FREE LIBRARY,Lakeside Youth Service,Miscellaneous Order,Training,7/1/2017,6/30/2018,272,1000.00,0.00,Lakeside Youth Service,102,EXEMPT,Non Profit
1520459,152045902,FREE LIBRARY,"Personal Security Services, LLC",General Consultant Services,Cash Management,1/1/2017,12/31/2017,91,113004.00,37668.00,"Personal Security Services, LLC",01,ADVERTISED,For Profit
1720573,1720573,FREE LIBRARY,"Unique Management Services, Inc",General Consultant Services,Overdue Notice mailing,1/1/2017,12/31/2017,91,150000.00,13119.34,"Unique Management Services, Inc",01,ADVERTISED,For Profit
1820043,1820043,FREE LIBRARY,VERIZON BUSINESS NETWORK SERVICES INC,Computer and Information Svcs,Wide Area Network,7/1/2017,6/30/2018,272,860938.08,0.00,VERIZON BUSINESS NETWORK SERVICES INC,03,EXEMPT,For Profit
1720254,172025401,HEALTH,AIDS Law Project of Pennsylvania,Legal Services,FY 18 GF,7/1/2017,6/30/2018,272,78498.00,13088.00,AIDS Law Project of Pennsylvania,09,EXEMPT,Non Profit
1720255,172025501,HEALTH,AIDS Law Project of Pennsylvania,Legal Services,FY 18 RWB,7/1/2017,6/30/2018,272,57868.00,9642.00,AIDS Law Project of Pennsylvania,09,EXEMPT,Non Profit
1720673,172067301,HEALTH,AIDS Law Project of Pennsylvania,Legal Services,Legal Services,3/1/2017,2/28/2018,150,476130.00,276827.00,AIDS Law Project of Pennsylvania,09,EXEMPT,Non Profit
1520463,152046302,HEALTH,AccessMatters,Health Department,STD Program,12/1/2016,11/30/2017,60,99713.00,0.00,AccessMatters,09,EXEMPT,Non Profit
1620350,162035001,HEALTH,Albert Einstein Healthcare Network,Health Department,FY 17 CDC Prevention,1/1/2017,12/31/2017,91,35000.00,8757.00,Albert Einstein Healthcare Network,09,EXEMPT,Non Profit
1720672,1720672,HEALTH,Albert Einstein Healthcare Network,Health Department,FY 17 RWA,3/1/2017,2/28/2018,150,306591.00,142143.00,Albert Einstein Healthcare Network,09,EXEMPT,Non Profit
1620071,162007102,HEALTH,American Lung Association of Pennsylvania,Health Department,TB Flick Clinic,7/1/2017,6/30/2018,272,371276.00,0.00,American Lung Association of Pennsylvania,09,EXEMPT,Non Profit
MPXX18000084,MPXX18000084,HEALTH,Anagram,Miscellaneous Order,Opioid Campaign,7/1/2017,6/30/2018,272,3630.80,3630.80,Anagram,102,EXEMPT,For Profit
MPXX18000065,MPXX18000065,HEALTH,Arthur Washburn Ph.D,Miscellaneous Order,Forensic Anthropology Svc,7/1/2017,6/30/2018,272,2000.00,1650.00,Arthur Washburn Ph.D,01,ADVERTISED,For Profit
1720547,1720547,HEALTH,"Asociacion Puertorriquenos En Marcha, Inc.",Health Department,Walkability Engagement,9/30/2016,9/29/2017,0,19382.00,8748.12,"Asociacion Puertorriquenos En Marcha, Inc.",09,EXEMPT,Non Profit
1520096,152009605,HEALTH,Bellevue Media Group,Health Department,Adult Immunization Proj.,7/1/2017,6/30/2018,272,107500.00,50968.00,Bellevue Media Group,01,ADVERTISED,For Profit
1720639,172063901,HEALTH,Better World Advertising Inc,Health Department,Phila.Condom Campaign,7/1/2017,12/31/2017,91,31500.00,0.00,Better World Advertising Inc,01,ADVERTISED,For Profit
1620333,162033301,HEALTH,"Cerner Health Services, Inc.",Computer and Information Svcs,Novius Lab System,1/1/2017,12/31/2017,91,90000.00,0.00,"Cerner Health Services, Inc.",01,ADVERTISED,For Profit
1620363,162036301,HEALTH,Children's Hospital of Philadelphia,Health Department,FY 17 CDC Prevention,1/1/2017,12/31/2017,91,224860.00,31737.00,Children's Hospital of Philadelphia,09,EXEMPT,Non Profit
1620390,162039001,HEALTH,Children's Hospital of Philadelphia,Health Department,Pediatric Infec.Dis.Spec.,1/1/2017,12/31/2017,91,104283.00,16491.26,Children's Hospital of Philadelphia,09,EXEMPT,Non Profit
1720644,172064401,HEALTH,Children's Hospital of Philadelphia,Health Department,Water Project,7/1/2017,6/30/2018,272,16028.00,0.00,Children's Hospital of Philadelphia,09,EXEMPT,Non Profit
1720676,1720676,HEALTH,Children's Hospital of Philadelphia,Health Department,FY 17 RWA,3/1/2017,2/28/2018,150,579488.00,297015.00,Children's Hospital of Philadelphia,09,EXEMPT,Non Profit
1820007,1820007,HEALTH,Children's Hospital of Philadelphia,Health Department,HIV Primary Care/Support,7/1/2017,6/30/2018,272,98865.00,0.00,Children's Hospital of Philadelphia,09,EXEMPT,Non Profit
1820105,1820105,HEALTH,Children's Hospital of Philadelphia,Health Department,FY 18 GF,7/1/2017,6/30/2018,272,81250.00,0.00,Children's Hospital of Philadelphia,09,EXEMPT,Non Profit
1820158,1820158,HEALTH,Children's Hospital of Philadelphia,Health Department,FY 18 State Prevention,7/1/2017,6/30/2018,272,26820.00,0.00,Children's Hospital of Philadelphia,09,EXEMPT,Non Profit
MPXX18000146,MPXX18000146,HEALTH,Children's Hospital of Philadelphia,Miscellaneous Order,STD Surv Net (SSuN) Proj,7/1/2017,6/30/2018,272,25000.00,0.00,Children's Hospital of Philadelphia,102,EXEMPT,Non Profit
MPXX18000140,MPXX18000140,HEALTH,Clean Air Council,Miscellaneous Order,Clean Air Reports,7/1/2017,6/30/2018,272,26015.00,0.00,Clean Air Council,102,EXEMPT,Non Profit
1720665,1720665,HEALTH,Clinical Care Assoc. of the Univ. of Penna. Health System,Health Department,FY 17 RWA,3/1/2017,2/28/2018,150,65338.00,22596.00,Clinical Care Assoc. of the Univ. of Penna. Health System,09,EXEMPT,Non Profit
1520487,152048702,HEALTH,"Common Market Philadelphia, Inc.",Health Department,Hospital Nutrition Stand,9/30/2016,9/29/2017,0,85000.00,53999.34,"Common Market Philadelphia, Inc.",09,EXEMPT,Non Profit
1620507,162050701,HEALTH,"Conduent Public Health Solutions, Inc",Computer and Information Svcs,MAVEN Consulting Services,6/15/2017,6/14/2018,256,137000.00,117000.00,"Conduent Public Health Solutions, Inc",01,ADVERTISED,For Profit
1720339,172033901,HEALTH,Congreso De Latinos Unidos Inc,Health Department,Breastfeeding,7/1/2017,6/30/2018,272,68640.00,5139.00,Congreso De Latinos Unidos Inc,09,EXEMPT,Non Profit
1420401,142040104,HEALTH,Council of Spanish Speaking Organizations Inc,Health Department,DDC Outreach Workers,12/1/2016,11/30/2017,60,580000.00,417351.00,Council of Spanish Speaking Organizations Inc,09,EXEMPT,Non Profit
1720812,1720812,HEALTH,"Criterion Laboratories, Inc.",Health Department,Cooling Tower Maint Eval.,6/1/2017,5/31/2018,242,75000.00,17250.00,"Criterion Laboratories, Inc.",01,ADVERTISED,For Profit
1720738,1720738,HEALTH,"Deaf Hearing Communication Centre, Inc",Health Department,ASL Interpretation,2/1/2017,1/31/2018,122,30000.00,13874.67,"Deaf Hearing Communication Centre, Inc",09,EXEMPT,Non Profit
MPXX18000028,MPXX18000028,HEALTH,Dental Forensic Services of Indian Valley,Miscellaneous Order,Forensic Odontology Svcs,7/1/2017,6/30/2018,272,7000.00,2350.00,Dental Forensic Services of Indian Valley,01,ADVERTISED,For Profit
MPXX18000066,MPXX18000066,HEALTH,"Dhody Osteological Consulting, LLC",Miscellaneous Order,Forensic Anthropology Svc,7/1/2017,6/30/2018,272,1000.00,0.00,"Dhody Osteological Consulting, LLC",102,EXEMPT,For Profit
1520160,152016003,HEALTH,Drexel University,Health Department,FY18-RWB -ST.CHRIS,7/1/2017,6/30/2018,272,124200.00,0.00,Drexel University,09,EXEMPT,Non Profit
1520172,152017203,HEALTH,Drexel University,Health Department,Pediatric TB Clinic,7/1/2017,6/30/2018,272,65450.00,0.00,Drexel University,09,EXEMPT,Non Profit
1520267,152026704,HEALTH,Drexel University,Health Department,FY 17 RWA,3/1/2017,2/28/2018,150,1283607.00,510248.00,Drexel University,09,EXEMPT,Non Profit
1520268,152026803,HEALTH,Drexel University,Health Department,FY 17 RWA,3/1/2017,2/28/2018,150,374806.00,150242.00,Drexel University,09,EXEMPT,Non Profit
1520269,152026904,HEALTH,Drexel University,Health Department,FY17 CDC Pre at St. Chris,1/1/2017,12/31/2017,91,55000.00,9096.00,Drexel University,09,EXEMPT,Non Profit
1520270,152027004,HEALTH,Drexel University,Health Department,FY 17 CDC Pre at Hahn,1/1/2017,12/31/2017,91,120000.00,15747.00,Drexel University,09,EXEMPT,Non Profit
1520522,152052202,HEALTH,Drexel University,Health Department,Bike Share Evaluation,9/30/2016,9/29/2017,0,100000.00,14164.00,Drexel University,09,EXEMPT,Non Profit
1620120,162012002,HEALTH,Drexel University,Health Department,Prenatal Services,7/1/2017,6/30/2018,272,609200.00,47226.25,Drexel University,09,EXEMPT,Non Profit
1620540,162054002,HEALTH,Drexel University,Health Department,Epidemiological Reports,7/1/2017,6/30/2018,272,0.00,0.00,Drexel University,09,EXEMPT,Non Profit
1720467,1720467,HEALTH,Drexel University,Health Department,Reduced Sodium R & D,9/30/2016,9/29/2017,0,90000.00,0.00,Drexel University,09,EXEMPT,Non Profit
1720348,172034801,HEALTH,"FQHC Reimbursement Advisor, Inc.",Health Department,Medicare/Medicaid Consult,7/1/2017,6/30/2018,272,25000.00,0.00,"FQHC Reimbursement Advisor, Inc.",01,ADVERTISED,For Profit
1520025,152002503,HEALTH,"Fairmount Long Term Care, Inc",General Consultant Services,PNH Operations,7/1/2017,6/30/2018,272,35724226.00,6125821.68,"Fairmount Long Term Care, Inc",09,EXEMPT,Non Profit
1820044,1820044,HEALTH,"General Healthcare Resources, LLC",Health Department,Nursing Services,7/1/2017,6/30/2018,272,621000.00,89474.25,"General Healthcare Resources, LLC",01,ADVERTISED,For Profit
1620144,162014402,HEALTH,"Group 6 Healthcare Consulting & Management, LLC",General Consultant Services,PNH Patient Care Monitor,7/1/2017,6/30/2018,272,110000.00,4686.00,"Group 6 Healthcare Consulting & Management, LLC",01,ADVERTISED,For Profit
1520462,152046203,HEALTH,Health Business Systems,Computer and Information Svcs,PharmacyManagementService,7/1/2017,6/30/2018,272,138000.00,14395.52,Health Business Systems,01,ADVERTISED,For Profit
1420402,142040204,HEALTH,"Health Federation of Philadelphia, Inc",Health Department,HPV Vaccination,11/1/2016,10/31/2017,30,319140.00,44590.65,"Health Federation of Philadelphia, Inc",09,EXEMPT,Non Profit
1520303,152030303,HEALTH,"Health Federation of Philadelphia, Inc",Health Department,MOM,7/1/2017,6/30/2018,272,654191.00,0.00,"Health Federation of Philadelphia, Inc",09,EXEMPT,Non Profit
1520356,152035604,HEALTH,"Health Federation of Philadelphia, Inc",Health Department,Hepatitis Prep and Surv,10/1/2016,9/30/2017,0,550845.00,163640.23,"Health Federation of Philadelphia, Inc",09,EXEMPT,Non Profit
1520464,152046403,HEALTH,"Health Federation of Philadelphia, Inc",Health Department,Better Chronic Care,9/30/2016,9/29/2017,0,507932.46,160951.72,"Health Federation of Philadelphia, Inc",09,EXEMPT,Non Profit
1720012,172001201,HEALTH,"Health Federation of Philadelphia, Inc",Health Department,Support and Oversight,7/1/2017,6/30/2018,272,11079685.00,2010584.36,"Health Federation of Philadelphia, Inc",09,EXEMPT,Non Profit
1720342,1720342,HEALTH,"Health Federation of Philadelphia, Inc",Health Department,DoYouPhilly.org for YBMSM,8/1/2016,7/31/2017,0,180469.00,122805.41,"Health Federation of Philadelphia, Inc",09,EXEMPT,Non Profit
1720342,172034201,HEALTH,"Health Federation of Philadelphia, Inc",Health Department,STD HIV Prevention Proj,8/1/2017,7/31/2018,303,180469.00,14038.89,"Health Federation of Philadelphia, Inc",09,EXEMPT,Non Profit
1720544,172054401,HEALTH,"Health Federation of Philadelphia, Inc",Health Department,Zika,9/1/2016,8/31/2017,0,431025.00,132474.00,"Health Federation of Philadelphia, Inc",09,EXEMPT,Non Profit
1720546,1720546,HEALTH,"Health Federation of Philadelphia, Inc",Health Department,SP of Natl Significant,9/30/2016,9/29/2017,0,607256.00,238346.00,"Health Federation of Philadelphia, Inc",09,EXEMPT,Non Profit
1820186,1820186,HEALTH,"Health Federation of Philadelphia, Inc",Health Department,Bio/ELC Trainings,7/1/2017,6/30/2018,272,189844.00,0.00,"Health Federation of Philadelphia, Inc",09,EXEMPT,Non Profit
1820249,1820249,HEALTH,"Health Federation of Philadelphia, Inc",Health Department,Training & Specialist,7/1/2017,6/30/2018,272,135874.00,0.00,"Health Federation of Philadelphia, Inc",09,EXEMPT,Non Profit
1820256,1820256,HEALTH,"Health Federation of Philadelphia, Inc",Health Department,Title V,7/1/2017,6/30/2018,272,809591.00,0.00,"Health Federation of Philadelphia, Inc",09,EXEMPT,Non Profit
1520471,152047102,HEALTH,Health Promotion Council of SE Pa Inc,Health Department,Nutrition Standrads Train,9/30/2016,9/29/2017,0,75000.00,58028.19,Health Promotion Council of SE Pa Inc,09,EXEMPT,Non Profit
MPXX18000034,MPXX18000034,HEALTH,"Juan C. Troncoso, M.D.",Miscellaneous Order,Neuropathology Services,7/1/2017,6/30/2018,272,10000.00,0.00,"Juan C. Troncoso, M.D.",01,ADVERTISED,For Profit
1720677,1720677,HEALTH,Kennedy University Hospital Inc,Health Department,FY 17 RWA,3/1/2017,2/28/2018,150,795614.00,362686.00,Kennedy University Hospital Inc,09,EXEMPT,Non Profit
1620351,162035101,HEALTH,Kensington Hospital,Health Department,FY 17 CDC Prevention,1/1/2017,12/31/2017,91,65000.00,10604.00,Kensington Hospital,09,EXEMPT,Non Profit
1620445,162044501,HEALTH,Kensington Hospital,Health Department,CDC Pre Navi Svcs FY17,9/30/2016,9/29/2017,0,160000.00,141623.00,Kensington Hospital,01,ADVERTISED,Non Profit
1720678,172067801,HEALTH,Kensington Hospital,Health Department,FY 17 RWA increase $,3/1/2017,2/28/2018,150,156515.00,77466.00,Kensington Hospital,09,EXEMPT,Non Profit
MPXX18000030,MPXX18000030,HEALTH,"Lawrence A. Dobrin DMD, DABFO",Miscellaneous Order,Forensic Odontology Svcs,7/1/2017,6/30/2018,272,1000.00,0.00,"Lawrence A. Dobrin DMD, DABFO",01,ADVERTISED,For Profit
MPXX18000029,MPXX18000029,HEALTH,"Linda Barbara Edelson-Slocum, DMD",Miscellaneous Order,Forensic Odontology Svcs,7/1/2017,6/30/2018,272,2500.00,0.00,"Linda Barbara Edelson-Slocum, DMD",01,ADVERTISED,For Profit
1820183,1820183,HEALTH,"Live Reps Call Center, LLC",Health Department,Answering Services,8/1/2017,6/30/2018,272,39600.00,0.00,"Live Reps Call Center, LLC",01,ADVERTISED,For Profit
1520093,152009303,HEALTH,"Mark W. Rovinski, CPA, LLC",Accounting and Auditing Svcs,Financial Monitoring,7/1/2017,6/30/2018,272,64125.00,0.00,"Mark W. Rovinski, CPA, LLC",01,ADVERTISED,For Profit
MPXX18000147,MPXX18000147,HEALTH,Maskar Design Inc,Miscellaneous Order,Graphic Design,8/7/2017,6/30/2018,272,9000.00,9000.00,Maskar Design Inc,102,EXEMPT,For Profit
1620424,162042401,HEALTH,Mazzoni Center,Health Department,Syphilis Surveillance,2/1/2017,1/31/2018,122,31680.00,21120.00,Mazzoni Center,09,EXEMPT,Non Profit
1520523,152052305,HEALTH,"Mighty Engine, Inc.",Health Department,PA Media Initiative,9/30/2016,9/29/2017,0,284750.00,116750.00,"Mighty Engine, Inc.",01,ADVERTISED,For Profit
1620436,162043601,HEALTH,National Nursing Centers Consortium,Health Department,Adult Immunizations,4/1/2017,3/31/2018,181,88822.00,0.00,National Nursing Centers Consortium,09,EXEMPT,Non Profit
1420525,142052503,HEALTH,"Online Solutions, LLC",Computer and Information Svcs,Web-based sofrware,3/28/2017,3/27/2018,177,42000.00,12000.00,"Online Solutions, LLC",01,ADVERTISED,For Profit
1720039,172003901,HEALTH,Orchard Software Corporation,Computer and Information Svcs,Lab Info system,7/1/2017,6/30/2018,272,0.00,0.00,Orchard Software Corporation,01,ADVERTISED,For Profit
MPXX18000118,MPXX18000118,HEALTH,Pennsylvania Health Law Project,Miscellaneous Order,Universal Health Care,7/1/2017,6/30/2018,272,30000.00,0.00,Pennsylvania Health Law Project,102,EXEMPT,Non Profit
1520475,152047502,HEALTH,Pennsylvania Pharmacists Association,Health Department,Better Chronic Care,9/30/2016,9/29/2017,0,27248.00,0.00,Pennsylvania Pharmacists Association,09,EXEMPT,Non Profit
1520474,152047403,HEALTH,Philadelphia Freedom Valley YMCA,Health Department,YMCA Diabetes Prevention,9/30/2016,9/29/2017,0,33571.00,0.00,Philadelphia Freedom Valley YMCA,09,EXEMPT,Non Profit
1620357,162035701,HEALTH,Presbyterian Medical Center of the Univ of Penn Health Sys,Health Department,FY 17 CDC Prevention,1/1/2017,12/31/2017,91,68923.00,19668.00,Presbyterian Medical Center of the Univ of Penn Health Sys,09,EXEMPT,Non Profit
1720666,1720666,HEALTH,Presbyterian Medical Center of the Univ of Penn Health Sys,Health Department,FY 17 RWA,3/1/2017,2/28/2018,150,482015.00,222928.00,Presbyterian Medical Center of the Univ of Penn Health Sys,09,EXEMPT,Non Profit
1820079,1820079,HEALTH,Prevention Point Philadelphia,Health Department,Opioid/Heroin Epidemic,7/1/2017,6/30/2018,272,297220.00,0.00,Prevention Point Philadelphia,09,EXEMPT,Non Profit
1420410,142041005,HEALTH,Public Health Management Corporation,Health Department,STD Surveillance,12/1/2016,11/30/2017,60,971540.00,505967.00,Public Health Management Corporation,09,EXEMPT,Non Profit
1520305,152030502,HEALTH,Public Health Management Corporation,Health Department,CDC CoRECT- FY17,9/1/2016,8/31/2017,0,381555.00,163177.00,Public Health Management Corporation,09,EXEMPT,Non Profit
1520305,152030503,HEALTH,Public Health Management Corporation,Health Department,FY18 CDC CoRect,9/1/2017,8/31/2018,334,257649.00,0.00,Public Health Management Corporation,09,EXEMPT,Non Profit
1520444,152044403,HEALTH,Public Health Management Corporation,Health Department,Epi & Lab Capacity,12/1/2016,11/30/2017,60,1378493.00,703858.00,Public Health Management Corporation,09,EXEMPT,Non Profit
1520445,152044502,HEALTH,Public Health Management Corporation,Health Department,KIDS Immunization,12/1/2016,11/30/2017,60,1193769.00,615169.00,Public Health Management Corporation,09,EXEMPT,Non Profit
1520472,152047203,HEALTH,Public Health Management Corporation,Health Department,Contract Staff,9/30/2016,9/29/2017,0,545190.00,395201.70,Public Health Management Corporation,09,EXEMPT,Non Profit
1620069,162006902,HEALTH,Public Health Management Corporation,Health Department,Bioterrorism,7/1/2017,6/30/2018,272,1293682.00,66355.00,Public Health Management Corporation,09,EXEMPT,Non Profit
1620242,162024201,HEALTH,Public Health Management Corporation,Health Department,STD CoRECT,9/1/2016,8/31/2017,0,398121.00,273403.00,Public Health Management Corporation,09,EXEMPT,Non Profit
1620242,162024202,HEALTH,Public Health Management Corporation,Health Department,STD CoRECT,9/1/2017,8/31/2018,334,401738.00,0.00,Public Health Management Corporation,09,EXEMPT,Non Profit
1620311,162031101,HEALTH,Public Health Management Corporation,Health Department,CDC Comp  Pre Care,9/30/2016,9/29/2017,0,625000.00,210235.00,Public Health Management Corporation,09,EXEMPT,Non Profit
1620345,162034501,HEALTH,Public Health Management Corporation,Health Department,Immunization Education,12/1/2016,11/30/2017,60,1117914.00,346354.00,Public Health Management Corporation,09,EXEMPT,Non Profit
1620389,162038901,HEALTH,Public Health Management Corporation,Health Department,Home Remediation work,12/1/2016,11/30/2017,60,87500.00,51300.27,Public Health Management Corporation,09,EXEMPT,Non Profit
1620450,162045002,HEALTH,Public Health Management Corporation,Health Department,Home Remediation Work,4/15/2017,4/14/2018,195,1190000.00,14459.34,Public Health Management Corporation,01,ADVERTISED,Non Profit
1720033,172003301,HEALTH,Public Health Management Corporation,Health Department,Mammography Support,7/1/2017,6/30/2018,272,192856.00,0.00,Public Health Management Corporation,09,EXEMPT,Non Profit
1720246,172024601,HEALTH,Public Health Management Corporation,Health Department,General Fund Staff,7/1/2017,6/30/2018,272,682839.00,0.00,Public Health Management Corporation,09,EXEMPT,Non Profit
1720277,172027702,HEALTH,Public Health Management Corporation,Health Department,TB Epi/EDN & Adm Svc Cons,7/1/2017,6/30/2018,272,226696.00,0.00,Public Health Management Corporation,09,EXEMPT,Non Profit
